cluster,sessions,duration,total_data_volume
3,1.0,12288.0,507968644.0
1,2.0,172798.0,1335973740.0
3,1.0,72367.0,630507242.0
1,3.0,140383.0,1604235968.625
0,1.0,24404.0,489663303.0
1,2.0,225537.0,1211293432.0
1,2.0,116404.0,834945554.0
1,3.0,322912.25,887571613.0
0,1.0,22788.0,490716263.0
3,1.0,95023.0,721310484.0
1,3.5,322912.25,1126615459.0
1,2.0,182708.0,631349273.0
0,1.0,92204.0,81254253.0
2,1.0,245071.0,438503210.0
1,3.5,322912.25,1604235968.625
0,1.0,98256.0,338250018.0
3,1.0,21636.0,738753808.0
0,1.0,87689.0,201139940.0
0,1.0,85495.0,505044342.0
1,2.0,316933.0,1161268146.0
2,1.0,169302.0,68687340.0
3,1.0,101871.0,860737525.0
1,2.0,46485.0,546123581.0
1,2.0,68131.0,1172817357.0
0,1.0,86297.0,369405374.0
1,2.0,113561.0,652926511.0
3,1.0,25190.0,808490311.0
2,1.0,221112.0,643865189.0
2,1.0,170575.0,755186511.0
1,2.0,271022.0,710698372.0
3,1.0,122277.0,859587854.0
1,2.0,318859.0,1248973229.0
0,1.0,109614.0,530199965.0
3,1.0,55695.0,853837892.0
1,2.0,322912.25,468032400.0
3,1.0,85329.0,743411650.0
2,1.0,178989.0,360821631.0
1,2.0,95272.0,937831893.0
1,2.0,39154.0,719821015.0
1,2.0,62374.0,1041345180.0
1,2.0,64288.0,805059968.0
0,1.0,85443.0,347443622.0
3,1.0,116074.0,751678340.0
3,1.0,64052.0,786550890.0
0,2.0,40690.0,320547972.0
0,1.0,14465.0,424082371.0
2,1.0,155015.0,724780075.0
1,2.0,186139.0,1081213044.0
1,2.0,53585.0,1037391220.0
2,1.0,187924.0,177206646.0
3,1.0,69807.0,581172137.0
0,1.0,106409.0,374896954.0
1,3.0,322912.25,1604235968.625
2,1.0,245071.0,376255929.0
0,1.0,68021.0,218644037.0
0,1.0,90399.0,131327178.0
0,1.0,146126.0,148077121.0
0,1.0,116693.0,141317149.0
0,1.0,96346.0,136201613.0
0,1.0,37671.0,125594292.0
1,2.0,322912.25,1456819617.0
1,2.0,290412.0,1298786087.0
1,2.0,138873.0,720691799.0
3,1.0,86399.0,652008528.0
0,2.0,39038.0,486327849.0
2,1.0,207169.0,880863361.0
3,1.0,86399.0,744670995.0
2,1.0,200865.0,565718765.0
0,1.0,22827.0,177759682.0
0,1.0,126912.0,136388389.0
0,1.0,33605.0,159387447.0
2,1.0,208668.0,372666278.0
2,1.0,137189.0,800737979.0
2,1.0,152162.0,365894550.0
0,1.0,56553.0,120662291.0
1,2.0,121914.0,1211592236.0
2,1.0,168386.0,320106880.0
1,2.0,30753.0,603530257.0
1,3.5,201004.0,1604235968.625
3,1.0,123119.0,856233744.0
0,1.0,148192.0,212476422.0
2,1.0,162589.0,203503626.0
1,2.0,62921.0,1219061404.0
1,2.0,31958.0,1212996401.0
0,1.0,25630.0,165817884.0
0,1.0,153303.0,167184923.0
1,2.0,282439.0,621138870.0
2,1.0,142570.0,831615642.0
1,2.0,322912.25,1368912558.0
3,1.0,85801.0,729303705.0
3,1.0,79254.0,613511527.0
3,1.0,32131.0,799189994.0
0,1.0,25292.0,455275317.0
0,1.0,55838.0,498218174.0
0,1.0,123814.0,114956390.0
3,1.0,23865.0,721788490.0
1,2.0,232077.0,1002552035.0
1,2.0,217250.0,1045121309.0
2,1.0,245071.0,392076089.0
0,1.0,35834.0,501847856.0
1,2.0,71714.0,437816999.0
1,2.0,144180.0,626977329.0
3,1.0,117712.0,785589812.0
1,2.0,251545.0,1042977206.0
0,1.0,86400.0,322463556.0
0,1.0,93337.0,459012039.0
2,1.0,141467.0,536877980.0
3,1.0,12710.0,923446062.0
0,1.0,64887.0,157560652.0
2,1.0,245071.0,131177777.0
3,1.0,104694.0,660325064.0
0,1.0,135308.0,269133535.0
2,1.0,225963.0,754348300.0
1,2.0,248352.0,789301098.0
0,1.0,95701.0,515248730.0
2,1.0,179269.0,714211516.0
0,1.0,128830.0,228733070.0
1,2.0,242568.0,1136162270.0
0,1.0,133189.0,439406010.0
1,2.0,88050.0,1543245868.0
1,2.0,221652.0,929578765.0
0,1.0,40213.0,280184426.0
0,1.0,86399.0,367959340.0
3,1.0,39519.0,568487447.0
2,1.0,139814.0,476854574.0
2,1.0,245071.0,937821559.0
2,1.0,133572.0,620509958.0
0,1.0,61383.0,357627306.0
3,1.0,47534.0,650926817.0
2,1.0,160961.0,467427285.0
0,1.0,84036.0,561159379.0
0,1.0,11466.0,118667205.0
0,1.0,109854.0,181199024.0
1,2.0,30546.0,645387093.0
1,3.5,322912.25,1604235968.625
1,2.0,322912.25,1440247477.0
2,1.0,176170.0,348605780.0
0,1.0,126548.0,400003710.0
0,1.0,109985.0,250743844.0
0,1.0,26184.0,227511810.0
0,1.0,86399.0,440793716.0
0,1.0,51464.0,192840317.0
0,1.0,86399.0,389501148.0
1,2.0,66076.0,1235155478.0
0,1.0,141513.0,383129417.0
1,2.0,75845.0,1165719882.0
0,1.0,45746.0,472147419.0
0,1.0,104420.0,529549991.0
0,1.0,115062.0,216886862.0
3,1.0,12218.0,690072108.0
0,1.0,25306.0,404656024.0
0,1.0,158439.0,117168863.0
3,1.0,15671.0,674039261.0
0,1.0,96684.0,257895633.0
3,1.0,42632.0,875645541.0
1,2.0,100887.0,1090245339.0
0,1.0,93055.0,88705729.0
1,2.0,322912.25,715803476.0
1,2.0,322912.25,1073995290.0
1,3.5,322912.25,1604235968.625
0,1.0,86221.0,529971974.0
1,2.0,49609.0,848878036.0
0,1.0,36275.0,445276727.0
0,1.0,20022.0,366849715.0
1,2.0,248506.0,596327571.0
1,2.0,136429.0,1392678255.0
3,1.0,17354.0,765849257.0
0,1.0,86399.0,146322014.0
2,1.0,183159.0,762677733.0
0,1.0,32519.0,159421756.0
3,1.0,115238.0,678272877.0
1,2.0,52375.0,1017664477.0
3,1.0,8567.0,495017202.0
0,1.0,37379.0,438855366.0
1,3.0,177691.0,1604235968.625
3,1.0,19920.0,535321635.0
2,1.0,170093.0,908041929.0
0,1.0,97895.0,87478444.0
3,1.0,86399.0,702736961.0
2,1.0,186937.0,634605288.0
3,1.0,32945.0,865089256.0
1,2.0,72697.0,1102557112.0
3,1.0,117089.0,815950150.0
2,1.0,198664.0,569794126.0
0,1.0,37116.0,121950317.0
1,2.0,147619.0,1371771251.0
0,1.0,30000.0,394415294.0
3,1.0,43439.0,539918404.0
1,2.0,83178.0,953327452.0
0,1.0,45792.0,332218061.0
1,2.0,251303.0,1378116065.0
1,2.0,105641.0,683035725.0
3,1.0,101681.0,654954827.0
2,1.0,222741.0,871691265.0
2,1.0,225984.0,359436068.0
0,1.0,35006.0,392827686.0
0,1.0,84465.0,202660419.0
3,1.0,102413.0,627491751.0
0,1.0,126066.0,543385091.0
1,2.0,322912.25,666121098.0
0,1.0,89408.0,393264877.0
0,1.0,66433.0,267164302.0
0,1.0,94378.0,432294613.0
1,2.0,212068.0,1492494362.0
2,1.0,170908.0,748315271.0
0,1.0,127253.0,258842442.0
1,2.0,322912.25,701202107.0
3,1.0,74715.0,711241680.0
0,1.0,111100.0,440868012.0
0,1.0,98927.0,153736496.0
2,1.0,144015.0,900936179.0
0,1.0,133726.0,299157524.0
3,1.0,57514.0,844570441.0
2,1.0,184686.0,336499918.0
1,3.5,195509.0,1604235968.625
0,1.0,133046.0,344819805.0
0,1.0,51384.0,501106625.0
1,2.0,60171.0,1006244294.0
3,1.0,64692.0,778981051.0
2,1.0,144520.0,774484620.0
1,2.0,235600.0,991188724.0
1,2.0,111484.0,1135737398.0
3,1.0,93791.0,899138692.0
0,1.0,79562.0,340726212.0
3,1.0,93996.0,812957606.0
3,1.0,86403.0,926768787.0
2,1.0,183547.0,242931842.0
0,1.0,84980.0,441383224.0
0,1.0,91412.0,272827606.0
1,2.0,256062.0,516999393.0
2,1.0,242355.0,364762844.0
2,1.0,173488.0,420891812.0
1,2.0,115665.0,1028553626.0
3,1.0,58172.0,733761288.0
3,1.0,63217.0,839728532.0
1,2.0,183052.0,597948968.0
2,1.0,183438.0,630441520.0
1,2.0,186139.0,963945050.0
1,3.0,322912.25,1604235968.625
0,1.0,126179.0,286707162.0
0,1.0,94357.0,476448975.0
2,1.0,157823.0,282269524.0
3,1.0,81580.0,607428395.0
3,1.0,86399.0,756561489.0
3,1.0,72353.0,581368091.0
0,1.0,41896.0,336380002.0
2,1.0,177579.0,900574009.0
3,1.0,31430.0,824912982.0
0,1.0,104222.0,382139407.0
0,1.0,36499.0,405294549.0
0,1.0,96833.0,547218147.0
0,1.0,34885.0,437206424.0
0,1.0,91021.0,396273332.0
1,2.0,202989.0,1009642585.0
0,1.0,66346.0,92795665.0
2,1.0,134171.0,512363670.0
1,2.0,184735.0,1199264896.0
3,1.0,30708.0,792920983.0
0,1.0,36653.0,141139708.0
0,1.0,27148.0,341969508.0
2,1.0,181426.0,229231189.0
3,1.0,86396.0,672418721.0
1,2.0,158362.0,312034821.0
0,1.0,30899.0,112793294.0
0,1.0,13004.0,76075534.0
2,1.0,151620.0,803906847.0
0,1.0,22816.0,117345123.0
1,2.0,322912.25,1604235968.625
1,3.0,293916.0,1604235968.625
0,1.0,137475.0,410643942.0
0,1.0,43536.0,356966236.0
0,1.0,21375.0,304916824.0
2,1.0,200103.0,756408163.0
0,1.0,59665.0,226526515.0
1,2.0,322912.25,1147212501.0
0,1.0,81829.0,327986122.0
0,1.0,104296.0,442218754.0
3,1.0,92271.0,677045638.0
1,2.0,47696.0,1604235968.625
2,1.0,168547.0,336765896.0
0,1.0,163399.0,105306006.0
3,1.0,14235.0,701512079.0
1,2.0,61727.0,767445725.0
3,1.0,86399.0,795837632.0
0,1.0,20478.0,201471201.0
1,2.0,98393.0,1240410167.0
0,1.0,131095.0,368282189.0
0,1.0,117035.0,420668047.0
1,2.0,67697.0,1220297885.0
3,1.0,95725.0,891310430.0
1,2.0,196447.0,501411305.0
0,1.0,31780.0,253244605.0
3,1.0,86399.0,685512044.0
2,1.0,169111.0,222018843.0
1,2.0,48746.0,770834387.0
1,2.0,169382.0,1483874670.0
0,1.0,87023.0,409146084.0
0,1.0,25164.0,274988747.0
0,1.0,128926.0,282044464.0
0,1.0,38635.0,469247325.0
1,3.0,277854.0,1459177929.0
0,1.0,40237.0,393289396.0
1,2.0,256788.0,813235273.0
3,1.0,106177.0,684818174.0
0,1.0,130760.0,268179588.0
2,1.0,134713.0,667733825.0
3,1.0,86399.0,576835757.0
2,1.0,245071.0,908724385.0
2,1.0,178746.0,309182683.0
2,1.0,222700.0,348081858.0
0,1.0,82957.0,305229238.0
0,1.0,22620.0,262203918.0
0,1.0,116966.0,199779639.0
1,2.0,110102.0,1214634587.0
3,1.0,37214.0,816474333.0
1,2.0,195916.0,1524010667.0
3,1.0,33494.0,673188433.0
3,1.0,86399.0,843637205.0
0,1.0,94550.0,512841988.0
2,1.0,161313.0,735442134.0
0,1.0,142560.0,165005268.0
2,1.0,180215.0,184957436.0
0,1.0,96528.0,364497901.0
2,1.0,147761.0,767447095.0
0,1.0,38549.0,462205336.0
2,1.0,151543.0,331601040.0
1,2.0,278208.0,794527598.0
0,1.0,54639.0,397367127.0
0,1.0,64258.0,453442918.0
2,1.0,158481.0,658598679.0
1,3.0,253234.0,1312113566.0
2,1.0,161150.0,586404314.0
0,1.0,121935.0,216822307.0
2,1.0,180497.0,286100971.0
1,2.0,322912.25,1042412568.0
0,1.0,88760.0,407058687.0
2,1.0,180559.0,613965375.0
1,2.0,56879.0,1435915530.0
0,1.0,17334.0,327897016.0
3,1.0,86400.0,643894104.0
2,1.0,162091.0,775770751.0
1,3.5,322912.25,1604235968.625
1,3.5,322912.25,1604235968.625
1,2.0,172798.0,646150288.0
3,1.0,70073.0,873376377.0
0,1.0,57679.0,111207383.0
3,1.0,26949.0,627174894.0
0,1.0,55185.0,491782276.0
1,2.0,322912.25,1022569771.0
0,1.0,86306.0,166031668.0
1,2.0,194932.0,987805611.0
3,1.0,86399.0,659886391.0
1,3.0,322912.25,1604235968.625
3,1.0,130326.0,770613326.0
3,1.0,12018.0,532033855.0
2,1.0,167782.0,501432953.0
3,1.0,25639.0,852567217.0
0,1.0,103775.0,363015992.0
3,1.0,75550.0,846187375.0
1,2.0,195620.0,1203679918.0
2,1.0,183703.0,642950885.0
1,2.0,178893.0,822994495.0
0,1.0,91878.0,411249436.0
0,1.0,106008.0,481809429.0
0,1.0,86400.0,354179154.0
3,1.0,39522.0,895041572.0
2,1.0,245071.0,307750970.0
3,1.0,36120.0,920166893.0
0,1.0,86399.0,94786900.0
0,1.0,86399.0,388237459.0
0,1.0,43984.0,332110361.0
1,2.0,144690.0,1499215833.0
3,1.0,104924.0,844717122.0
0,1.0,41553.0,223569751.0
2,1.0,138917.0,705487594.0
2,1.0,245071.0,426543656.0
2,1.0,143600.0,420020765.0
0,1.0,101405.0,143003760.0
3,1.0,13770.0,527986556.0
1,2.0,319808.0,754577187.0
2,1.0,171708.0,551083295.0
2,1.0,210405.0,650118869.0
1,2.0,171340.0,1146927517.0
0,1.0,22134.0,448730788.0
1,2.0,63448.0,1341397657.0
0,1.0,59053.0,86314753.0
0,1.0,86399.0,101109972.0
1,3.0,322912.25,1604235968.625
0,1.0,99202.0,208913538.0
3,1.0,86399.0,750960782.0
0,1.0,83665.0,469456613.0
1,2.0,285053.0,1047020878.0
0,1.0,116101.0,603092439.0
0,1.0,104927.0,83119987.0
0,1.0,56063.0,166327068.0
1,2.0,71021.0,803029656.0
0,1.0,113341.0,529950109.0
1,2.0,192744.0,1604235968.625
0,1.0,85186.0,279109449.0
1,2.0,290286.0,1516422374.0
0,1.0,86399.0,520950009.0
3,1.0,54523.0,656834027.0
1,2.0,276055.0,541148451.0
3,1.0,86399.0,704982413.0
0,1.0,33615.0,382663833.0
1,2.0,51209.0,525914744.0
1,2.0,49997.0,961839826.0
1,2.0,189000.0,1122653253.0
3,1.0,115274.0,744234447.0
3,1.0,119034.0,699787275.0
1,2.0,295464.0,553388190.0
3,1.0,96246.0,648463264.0
2,1.0,178376.0,324196918.0
3,1.0,121817.0,642432943.0
0,1.0,34866.0,313062648.0
3,1.0,83845.0,645558264.0
3,1.0,33315.0,812753113.0
0,1.0,21049.0,397607743.0
0,1.0,15756.0,287871949.0
0,1.0,86399.0,57200113.0
0,1.0,64116.0,506904297.0
1,2.0,137695.0,1258612437.0
0,1.0,19001.0,261665601.0
1,2.0,143232.0,930408596.0
1,3.5,322912.25,1604235968.625
1,2.0,86267.0,607918925.0
1,2.0,305944.0,1511126494.0
1,2.0,276508.0,791807481.0
3,1.0,61264.0,859672972.0
3,1.0,87257.0,625900302.0
2,1.0,171056.0,667724017.0
1,2.0,143121.0,1495889007.0
3,1.0,86399.0,636041818.0
3,1.0,114003.0,635933040.0
2,1.0,167689.0,557631715.0
1,2.0,271218.0,1077842271.0
3,1.0,18275.0,866897714.0
1,2.0,322912.25,1327284306.0
0,1.0,88856.0,210168600.0
3,1.0,86399.0,738241576.0
2,1.0,245071.0,151092010.0
3,1.0,86399.0,669769145.0
1,3.0,125151.0,1067144728.0
3,1.0,29558.0,570342828.0
0,1.0,86037.0,517815870.0
1,2.0,322912.25,476613807.0
3,1.0,22388.0,716114657.0
3,1.0,21671.0,878378082.0
0,1.0,145480.0,215139937.0
2,1.0,140609.0,803675247.0
0,1.0,86399.0,63572477.0
2,1.0,163948.0,829244865.0
0,1.0,18759.0,376514031.0
2,1.0,148921.0,545481462.0
2,1.0,245071.0,366039245.0
2,1.0,245071.0,675074568.0
0,1.0,84403.0,421089163.0
0,1.0,105264.0,164238472.0
3,1.0,134291.0,924494771.0
3,1.0,25948.0,496529306.0
1,2.0,126227.0,744842412.0
2,1.0,154656.0,662555204.0
1,2.0,213751.0,1058689288.0
1,2.0,288645.0,274892686.0
3,1.0,30043.0,861954659.0
3,1.0,92603.0,855715029.0
0,1.0,158343.0,140066100.0
0,1.0,139195.0,234054703.0
3,1.0,10508.0,694997539.0
1,2.0,285690.0,1110066736.0
0,1.0,17392.0,292236081.0
0,1.0,134767.0,378112356.0
3,1.0,99360.0,646399538.0
3,1.0,32452.0,883015455.0
0,1.0,125147.0,266347327.0
3,1.0,104085.0,737263372.0
0,1.0,31405.0,330982866.0
0,1.0,16751.0,417816012.0
3,1.0,37113.0,516243754.0
3,1.0,32376.0,881996128.0
2,1.0,152752.0,650551341.0
2,1.0,157144.0,524160773.0
0,1.0,139294.0,224721441.0
3,1.0,74415.0,571654652.0
1,2.0,322912.25,1267957253.0
3,1.0,13973.0,487442309.0
1,2.0,222154.0,1376868529.0
0,1.0,30960.0,387273130.0
0,1.0,128624.0,372814201.0
2,1.0,245071.0,214201549.0
1,2.0,158301.0,1400155264.0
0,1.0,70021.0,360736746.0
2,1.0,148438.0,784892060.0
1,2.0,185470.0,1521765583.0
1,2.0,289286.0,1122707182.0
3,1.0,16461.0,927944301.0
3,1.0,38108.0,745335344.0
1,2.0,52251.0,757576957.0
0,1.0,78374.0,320144985.0
1,3.0,322912.25,714331684.0
3,1.0,92342.0,581463134.0
1,2.0,109317.0,778938000.0
0,1.0,22107.0,393715030.0
3,1.0,43130.0,918226969.0
1,3.0,322912.25,1604235968.625
1,3.0,297283.0,1158132551.0
3,1.0,58662.0,862640332.0
1,2.0,74613.0,836849113.0
3,1.0,111791.0,784255202.0
0,1.0,128322.0,547996209.0
1,2.0,279354.0,1409721024.0
0,1.0,92669.0,229883706.0
3,1.0,100893.0,637279622.0
0,1.0,86866.0,423648422.0
2,1.0,244652.0,438856041.0
0,1.0,98866.0,251110489.0
3,1.0,137764.0,818770132.0
0,1.0,125743.0,429582184.0
2,1.0,166596.0,871463394.0
1,2.0,208426.0,1604235968.625
3,1.0,85797.0,684404068.0
3,1.0,47006.0,863677707.0
0,1.0,77815.0,103041810.0
1,2.0,322912.25,377908595.0
0,1.0,101047.0,259484920.0
3,1.0,85655.0,830629618.0
0,1.0,104369.0,563337528.0
2,1.0,138388.0,483082523.0
1,3.0,322912.25,1604235968.625
1,2.0,61595.0,565662376.0
0,1.0,98213.0,71547882.0
0,1.0,100485.0,286848265.0
0,1.0,100742.0,156123232.0
0,1.0,47095.0,102330178.0
1,2.0,273854.0,1131985834.0
1,2.0,99308.0,387450773.0
0,1.0,50785.0,458372972.0
3,1.0,19552.0,627035336.0
0,1.0,32937.0,418970915.0
2,1.0,141362.0,804475666.0
2,1.0,171087.0,351662420.0
2,1.0,159472.0,384732366.0
0,1.0,87089.0,444706505.0
1,2.0,322912.25,869589307.0
3,1.0,122287.0,616998067.0
1,2.0,322912.25,1428275689.0
3,1.0,124761.0,857427333.0
3,1.0,22902.0,685039525.0
0,1.0,142391.0,163349854.0
0,1.0,77011.0,160498159.0
1,3.0,322912.25,1198321255.0
0,1.0,105587.0,470908965.0
0,1.0,100686.0,214427500.0
0,1.0,138880.0,291320837.0
1,3.0,322912.25,1579475584.0
0,1.0,127603.0,237264181.0
2,1.0,221805.0,811121400.0
2,1.0,165095.0,844671560.0
0,1.0,127181.0,333773380.0
0,1.0,43906.0,305202063.0
1,2.0,322912.25,1604235968.625
3,1.0,71369.0,716395806.0
2,1.0,167362.0,241114576.0
1,2.0,233485.0,1275655771.0
0,1.0,147371.0,311681607.0
0,1.0,89684.0,519019226.0
0,1.0,105559.0,367967502.0
0,1.0,123865.0,436023645.0
1,2.0,67595.0,900107863.0
1,2.0,92042.0,803036007.0
1,3.5,322912.25,1604235968.625
1,2.0,80490.0,1543191114.0
0,1.0,89036.0,139273181.0
3,1.0,65253.0,663206574.0
1,2.0,168101.0,345942788.0
2,1.0,175503.0,477459483.0
1,3.5,322912.25,1604235968.625
1,2.0,95925.0,1604235968.625
0,1.0,18427.0,449776618.0
2,1.0,171390.0,423445784.0
0,1.0,127199.0,307153897.0
0,1.0,116506.0,226973522.0
3,1.0,78783.0,781693685.0
3,1.0,86376.0,861453647.0
0,1.0,28401.0,147810721.0
2,1.0,199411.0,650350968.0
3,1.0,86830.0,690827217.0
0,1.0,96282.0,573266600.0
1,2.0,107895.0,846971578.0
1,2.0,52193.0,1118110965.0
0,1.0,141940.0,300687454.0
1,3.5,322912.25,1510122291.0
1,2.0,133256.0,1093744308.0
0,1.0,99676.0,279223133.0
3,1.0,93354.0,611958561.0
3,1.0,84249.0,756804579.0
3,1.0,94740.0,866018761.0
0,1.0,31993.0,191123523.0
1,2.0,118014.0,1287774990.0
0,1.0,54979.0,509652460.0
1,2.0,122168.0,1211636164.0
2,1.0,160224.0,604028244.0
1,2.0,279483.0,1262735922.0
1,2.0,85493.0,811610353.0
3,1.0,115439.0,825630015.0
0,1.0,37735.0,410341741.0
0,1.0,86399.0,229935165.0
1,2.0,322912.25,1265664156.0
1,3.0,322912.25,1604235968.625
0,1.0,88849.0,274795777.0
0,1.0,122441.0,558020355.0
0,1.0,121427.0,546727938.0
0,1.0,42416.0,377585963.0
2,1.0,179056.0,686069972.0
1,2.0,113951.0,1184027240.0
0,1.0,128354.0,283401488.0
3,1.0,59812.0,839332852.0
3,1.0,62407.0,754303709.0
2,1.0,152413.0,790673632.0
3,1.0,110614.0,828593618.0
1,2.0,166672.0,437952988.0
2,1.0,217689.0,506475308.0
0,1.0,23878.0,170647054.0
0,1.0,86978.0,166703505.0
3,1.0,85903.0,648924428.0
3,1.0,26691.0,551442075.0
3,1.0,20883.0,626881394.0
0,1.0,126206.0,441476334.0
3,1.0,35425.0,666308717.0
0,1.0,146730.0,211829280.0
3,1.0,82247.0,707315246.0
1,2.0,34897.0,1314696564.0
3,1.0,13206.0,749803170.0
2,1.0,152146.0,412798583.0
0,1.0,15774.0,206638540.0
0,1.0,19218.0,347723120.0
0,1.0,123133.0,152409852.0
3,1.0,14154.0,582946677.0
0,1.0,78612.0,461876797.0
3,1.0,64402.0,671684988.0
0,1.0,103721.0,320196641.0
1,2.0,172905.0,601766971.0
1,2.0,42665.0,923869433.0
3,1.0,72608.0,746753743.0
2,1.0,141158.0,815029157.0
3,1.0,86399.0,747849992.0
2,1.0,134990.0,534768850.0
2,1.0,149150.0,693819425.0
0,1.0,95132.0,467363693.0
1,3.0,322912.25,1604235968.625
0,1.0,25860.0,390354329.0
0,1.0,19609.0,172265760.0
3,1.0,33703.0,889017359.0
3,1.0,59444.0,917582506.0
2,1.0,170530.0,836090664.0
2,1.0,167141.0,823558914.0
1,3.0,224105.0,1604235968.625
1,3.0,322912.25,1604235968.625
2,1.0,228081.0,511857305.0
1,2.0,39907.0,933629607.0
2,1.0,245071.0,320149357.0
2,1.0,245071.0,796973019.0
0,1.0,29894.0,281899706.0
2,1.0,152873.0,573733998.0
3,1.0,86399.0,621906715.0
2,1.0,185813.0,224415032.0
3,1.0,9556.0,629916927.0
1,3.5,322912.25,1604235968.625
3,1.0,120062.0,742432037.0
1,2.0,56041.0,481385852.0
0,1.0,48799.0,136629400.0
0,1.0,50990.0,90496003.0
3,1.0,139809.0,867637193.0
1,2.0,172798.0,1125817563.0
1,3.0,322912.25,1604235968.625
1,2.0,225691.0,1563442012.0
3,1.0,89077.0,848409779.0
0,1.0,152187.0,144357734.0
3,1.0,124643.0,686330091.0
2,1.0,182104.0,819972047.0
0,1.0,84560.0,443323634.0
3,1.0,28394.0,775560897.0
0,1.0,108278.0,173948466.0
2,1.0,214581.0,168109782.0
2,1.0,154797.0,395164731.0
1,2.0,115671.0,1493462155.0
0,1.0,30209.0,159137779.0
2,1.0,168080.0,466399785.0
2,1.0,155218.0,298522148.0
2,1.0,140228.0,460394826.0
0,1.0,59955.0,487647434.0
2,1.0,242453.0,428762230.0
1,2.0,190252.0,612938711.0
0,1.0,79775.0,506159716.0
3,1.0,15123.0,885410388.0
2,1.0,198231.0,221118436.0
3,1.0,9926.0,832872940.0
2,1.0,244829.0,75819932.0
3,1.0,86399.0,654691026.0
0,1.0,121037.0,248454642.0
3,1.0,85799.0,599864760.0
2,1.0,154970.0,813539135.0
1,2.0,190133.0,1306178702.0
3,1.0,38430.0,833186062.0
3,1.0,29039.0,769178803.0
2,1.0,189298.0,550196937.0
0,1.0,96323.0,188670730.0
3,1.0,84701.0,673373865.0
2,1.0,231467.0,627866257.0
0,1.0,129873.0,161640243.0
0,1.0,99789.0,473246997.0
1,2.0,124117.0,1071090366.0
0,1.0,105758.0,403453325.0
1,2.0,65088.0,1080067931.0
1,2.0,111565.0,1216975334.0
0,1.0,146734.0,126906786.0
2,1.0,187430.0,896827016.0
3,1.0,21146.0,582180175.0
3,1.0,57020.0,651619308.0
1,2.0,130818.0,1503496300.0
0,1.0,144424.0,201424564.0
3,1.0,87883.0,606465822.0
2,1.0,143793.0,671646196.0
0,1.0,25501.0,274288625.0
1,3.0,295903.0,1604235968.625
1,2.0,322912.25,945939489.0
1,2.0,78172.0,1111216388.0
0,1.0,27880.0,260655635.0
0,1.0,21448.0,206704836.0
3,1.0,48286.0,553276219.0
1,2.0,42987.0,1127925603.0
0,1.0,111607.0,391976956.0
0,1.0,144191.0,315103181.0
0,1.0,34258.0,267325562.0
2,1.0,177962.0,669384045.0
3,1.0,95779.0,612139456.0
3,1.0,94563.0,818900107.0
1,2.0,322912.25,771413418.0
0,1.0,125332.0,320067084.0
0,1.0,81802.0,461370159.0
3,1.0,15891.0,808552531.0
0,1.0,83382.0,488386597.0
2,1.0,187573.0,289183729.0
1,2.0,180064.0,515438862.0
0,1.0,126945.0,400287782.0
0,1.0,65289.0,514495684.0
3,1.0,123765.0,716948539.0
3,1.0,102236.0,715695526.0
2,1.0,145637.0,870587465.0
0,1.0,140952.0,191131376.0
0,1.0,76291.0,342399784.0
2,1.0,147991.0,769471816.0
1,2.0,270172.0,941228075.0
1,2.0,31928.0,947388991.0
0,1.0,25000.0,384927507.0
0,1.0,85866.0,222804802.0
3,1.0,11557.0,813015985.0
0,1.0,90831.0,471032817.0
0,1.0,86399.0,229973863.0
3,1.0,95170.0,847430120.0
0,1.0,134108.0,187546957.0
3,1.0,14940.0,892167596.0
3,1.0,34788.0,622117535.0
1,2.0,190768.0,1440187465.0
3,1.0,62572.0,597605967.0
2,1.0,183557.0,735713392.0
1,2.0,309442.0,380381594.0
2,1.0,142906.0,491991248.0
0,1.0,104272.0,57747839.0
0,1.0,9957.0,423881695.0
3,1.0,50787.0,625703955.0
1,3.0,322912.25,1604235968.625
3,1.0,86400.0,710226215.0
1,2.0,85343.0,1109775188.0
1,3.0,234103.0,1604235968.625
3,1.0,84158.0,824079059.0
3,1.0,12834.0,822124435.0
3,1.0,86400.0,713048934.0
1,2.0,186495.0,912475660.0
1,2.0,322912.25,1217147151.0
0,1.0,131103.0,494220635.0
3,1.0,130848.0,906625886.0
1,2.0,267484.0,1244276166.0
1,2.0,33769.0,1148921849.0
3,1.0,118533.0,804170571.0
3,1.0,34001.0,555922581.0
0,1.0,83660.0,466380466.0
2,1.0,174751.0,224138067.0
1,2.0,112006.0,759941032.0
1,2.0,322912.25,1177145867.0
1,2.0,67573.0,837357417.0
2,1.0,148999.0,385294384.0
2,1.0,150090.0,669447048.0
0,1.0,63106.0,533267740.0
1,2.0,173139.0,1207522710.0
1,2.0,96228.0,1039016279.0
3,1.0,102425.0,601073267.0
0,1.0,131283.0,72508759.0
2,1.0,179343.0,486721104.0
3,1.0,111817.0,867570699.0
2,1.0,149924.0,691131211.0
0,1.0,91939.0,358678710.0
2,1.0,161300.0,250310641.0
3,1.0,18993.0,597754719.0
2,1.0,245071.0,310075407.0
1,2.0,212682.0,1280091002.0
2,1.0,136631.0,754875294.0
2,1.0,147675.0,853979173.0
0,1.0,40771.0,328947023.0
1,2.0,156455.0,1505295356.0
0,1.0,32195.0,344822602.0
3,1.0,27096.0,509096178.0
0,1.0,89728.0,212801270.0
2,1.0,147908.0,884699737.0
